Data polled every ~10 seconds starting from ~45 minutes after the poll was created.
Left column is Iris votes, Right column is Kairo votes
- Data logged by MrL314

2738,3709
2654,3670
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2738,3709
2811,3741
2738,3709
2738,3709
2811,3741
2738,3709
2811,3741
2738,3709
2811,3741
